Variable,Label_ID,FS_Label_Name,Hemisphere,FS_Structure,Feature_Family
label1013_log-sigma-5-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,1013,ctx-lh-lingual,LH,lingual,Texture – GLSZM
label1005_wavelet-HHL_glszm_LargeAreaLowGrayLevelEmphasis,1005,ctx-lh-cuneus,LH,cuneus,Texture – GLSZM
label2029_wavelet-LLH_firstorder_Minimum,2029,ctx-rh-superiorparietal,RH,superiorparietal,First-order
label2030_log-sigma-1-0-mm-3D_firstorder_Minimum,2030,ctx-rh-superiortemporal,RH,superiortemporal,First-order
label2017_wavelet-LHH_firstorder_InterquartileRange,2017,ctx-rh-paracentral,RH,paracentral,First-order
label44_wavelet-LHH_glcm_SumSquares,44,Right-Inf-Lat-Vent,RH,Inf-Lat-Vent,Texture – GLCM
label2014_wavelet-LLH_glrlm_RunLengthNonUniformityNormalized,2014,ctx-rh-medialorbitofrontal,RH,medialorbitofrontal,Texture – GLRLM
label2002_wavelet-HLH_glcm_JointEntropy,2002,ctx-rh-caudalanteriorcingulate,RH,caudalanteriorcingulate,Texture – GLCM
label2030_log-sigma-3-0-mm-3D_gldm_DependenceNonUniformity,2030,ctx-rh-superiortemporal,RH,superiortemporal,Texture – GLDM
label17_wavelet-LHH_firstorder_RobustMeanAbsoluteDeviation,17,Left-Hippocampus,LH,Hippocampus,First-order
label2008_wavelet-HLL_glszm_LargeAreaLowGrayLevelEmphasis,2008,ctx-rh-inferiorparietal,RH,inferiorparietal,Texture – GLSZM
label2024_wavelet-HLL_glcm_JointEntropy,2024,ctx-rh-precentral,RH,precentral,Texture – GLCM
label1017_wavelet-LHL_glcm_Imc1,1017,ctx-lh-paracentral,LH,paracentral,Texture – GLCM
label77_wavelet-HLH_firstorder_InterquartileRange,77,WM-hypointensities,Midline/Other,WM-hypointensities,First-order
label17_log-sigma-1-0-mm-3D_glcm_Correlation,17,Left-Hippocampus,LH,Hippocampus,Texture – GLCM
label17_log-sigma-1-0-mm-3D_glcm_MCC,17,Left-Hippocampus,LH,Hippocampus,Texture – GLCM
label2028_wavelet-LHL_glszm_SmallAreaEmphasis,2028,ctx-rh-superiorfrontal,RH,superiorfrontal,Texture – GLSZM
label17_wavelet-LHL_glrlm_HighGrayLevelRunEmphasis,17,Left-Hippocampus,LH,Hippocampus,Texture – GLRLM
label17_wavelet-LHL_glrlm_LowGrayLevelRunEmphasis,17,Left-Hippocampus,LH,Hippocampus,Texture – GLRLM
label1009_wavelet-LHL_glcm_ClusterShade,1009,ctx-lh-inferiortemporal,LH,inferiortemporal,Texture – GLCM
label1030_wavelet-HHL_glrlm_RunEntropy,1030,ctx-lh-superiortemporal,LH,superiortemporal,Texture – GLRLM
label2014_wavelet-HLL_gldm_LargeDependenceLowGrayLevelEmphasis,2014,ctx-rh-medialorbitofrontal,RH,medialorbitofrontal,Texture – GLDM
label47_wavelet-LLH_glrlm_RunVariance,47,Right-Cerebellum-Cortex,RH,Cerebellum-Cortex,Texture – GLRLM
label2002_wavelet-LHL_glcm_Imc1,2002,ctx-rh-caudalanteriorcingulate,RH,caudalanteriorcingulate,Texture – GLCM
label1031_wavelet-HHH_glcm_MCC,1031,ctx-lh-supramarginal,LH,supramarginal,Texture – GLCM
label252_log-sigma-5-0-mm-3D_gldm_DependenceNonUniformityNormalized,252,CC_Mid_Posterior,Midline/Other,CC_Mid_Posterior,Texture – GLDM
label1012_wavelet-LLH_glcm_JointEnergy,1012,ctx-lh-lateralorbitofrontal,LH,lateralorbitofrontal,Texture – GLCM
label1016_wavelet-HLL_glcm_JointEnergy,1016,ctx-lh-parahippocampal,LH,parahippocampal,Texture – GLCM
label1014_wavelet-LHL_glrlm_ShortRunLowGrayLevelEmphasis,1014,ctx-lh-medialorbitofrontal,LH,medialorbitofrontal,Texture – GLRLM
label2027_wavelet-LLH_firstorder_Range,2027,ctx-rh-rostralmiddlefrontal,RH,rostralmiddlefrontal,First-order
label1020_log-sigma-1-0-mm-3D_glrlm_RunPercentage,1020,ctx-lh-parstriangularis,LH,parstriangularis,Texture – GLRLM
label2018_log-sigma-1-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,2018,ctx-rh-parsopercularis,RH,parsopercularis,Texture – GLDM
label2013_wavelet-LHH_glszm_ZonePercentage,2013,ctx-rh-lingual,RH,lingual,Texture – GLSZM
label1024_wavelet-LLH_glcm_JointAverage,1024,ctx-lh-precentral,LH,precentral,Texture – GLCM
label2015_log-sigma-5-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,2015,ctx-rh-middletemporal,RH,middletemporal,Texture – GLRLM
label14_wavelet-LLH_firstorder_RootMeanSquared,14,3rd-Ventricle,Midline/Other,3rd-Ventricle,First-order
label1024_wavelet-LLH_glcm_SumAverage,1024,ctx-lh-precentral,LH,precentral,Texture – GLCM
label1021_wavelet-HLH_firstorder_90Percentile,1021,ctx-lh-pericalcarine,LH,pericalcarine,First-order
label46_wavelet-LLH_glcm_MCC,46,Right-Cerebellum-White-Matter,RH,Cerebellum-White-Matter,Texture – GLCM
label2_wavelet-HLH_glcm_Imc1,2,Left-Cerebral-White-Matter,LH,Cerebral-White-Matter,Texture – GLCM
label60_wavelet-LLH_firstorder_Range,60,Right-VentralDC,RH,VentralDC,First-order
label1022_wavelet-LLH_gldm_DependenceVariance,1022,ctx-lh-postcentral,LH,postcentral,Texture – GLDM
label1031_wavelet-HHH_glcm_Imc2,1031,ctx-lh-supramarginal,LH,supramarginal,Texture – GLCM
label1012_wavelet-LHL_glszm_SmallAreaLowGrayLevelEmphasis,1012,ctx-lh-lateralorbitofrontal,LH,lateralorbitofrontal,Texture – GLSZM
label1020_wavelet-LLH_glszm_ZonePercentage,1020,ctx-lh-parstriangularis,LH,parstriangularis,Texture – GLSZM
label18_log-sigma-1-0-mm-3D_firstorder_Skewness,18,Left-Amygdala,LH,Amygdala,First-order
label49_wavelet-LHL_glcm_JointEntropy,49,Right-Thalamus-Proper*,RH,Thalamus-Proper*,Texture – GLCM
label253_original_glrlm_LongRunEmphasis,253,CC_Central,Midline/Other,CC_Central,Texture – GLRLM
label253_original_glrlm_LongRunHighGrayLevelEmphasis,253,CC_Central,Midline/Other,CC_Central,Texture – GLRLM
label1007_wavelet-HLH_gldm_SmallDependenceEmphasis,1007,ctx-lh-fusiform,LH,fusiform,Texture – GLDM
label2020_wavelet-LHL_glrlm_LongRunHighGrayLevelEmphasis,2020,ctx-rh-parstriangularis,RH,parstriangularis,Texture – GLRLM
label28_log-sigma-5-0-mm-3D_glszm_ZoneVariance,28,Left-VentralDC,LH,VentralDC,Texture – GLSZM
label253_wavelet-LLL_glrlm_LongRunEmphasis,253,CC_Central,Midline/Other,CC_Central,Texture – GLRLM
label253_original_glrlm_LongRunLowGrayLevelEmphasis,253,CC_Central,Midline/Other,CC_Central,Texture – GLRLM
label1005_wavelet-LHH_glcm_JointEnergy,1005,ctx-lh-cuneus,LH,cuneus,Texture – GLCM
label253_wavelet-LLL_glrlm_LongRunHighGrayLevelEmphasis,253,CC_Central,Midline/Other,CC_Central,Texture – GLRLM
label253_wavelet-LLL_glrlm_LongRunLowGrayLevelEmphasis,253,CC_Central,Midline/Other,CC_Central,Texture – GLRLM
label2024_wavelet-LHL_glcm_ClusterShade,2024,ctx-rh-precentral,RH,precentral,Texture – GLCM
label1001_wavelet-HLH_glrlm_RunLengthNonUniformityNormalized,1001,ctx-lh-bankssts,LH,bankssts,Texture – GLRLM
label2011_wavelet-LHH_glcm_DifferenceEntropy,2011,ctx-rh-lateraloccipital,RH,lateraloccipital,Texture – GLCM
label2001_wavelet-HLL_glcm_JointEntropy,2001,ctx-rh-bankssts,RH,bankssts,Texture – GLCM
label1027_log-sigma-1-0-mm-3D_firstorder_Skewness,1027,ctx-lh-rostralmiddlefrontal,LH,rostralmiddlefrontal,First-order
label2001_wavelet-LLH_glszm_ZoneVariance,2001,ctx-rh-bankssts,RH,bankssts,Texture – GLSZM
label1001_wavelet-HHH_firstorder_Energy,1001,ctx-lh-bankssts,LH,bankssts,First-order
label2017_wavelet-LLH_glrlm_RunEntropy,2017,ctx-rh-paracentral,RH,paracentral,Texture – GLRLM
label43_wavelet-LHH_firstorder_RobustMeanAbsoluteDeviation,43,Right-Lateral-Ventricle,RH,Lateral-Ventricle,First-order
label1001_wavelet-HHH_firstorder_TotalEnergy,1001,ctx-lh-bankssts,LH,bankssts,First-order
label1015_wavelet-HHH_glcm_MaximumProbability,1015,ctx-lh-middletemporal,LH,middletemporal,Texture – GLCM
label1022_log-sigma-5-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,1022,ctx-lh-postcentral,LH,postcentral,Texture – GLRLM
label8_wavelet-HHH_glrlm_ShortRunHighGrayLevelEmphasis,8,Left-Cerebellum-Cortex,LH,Cerebellum-Cortex,Texture – GLRLM
label8_wavelet-LHL_gldm_DependenceEntropy,8,Left-Cerebellum-Cortex,LH,Cerebellum-Cortex,Texture – GLDM
label53_wavelet-HHH_glcm_Imc1,53,Right-Hippocampus,RH,Hippocampus,Texture – GLCM
label1001_wavelet-LLH_glszm_LargeAreaHighGrayLevelEmphasis,1001,ctx-lh-bankssts,LH,bankssts,Texture – GLSZM
label2023_wavelet-HLL_glcm_DifferenceEntropy,2023,ctx-rh-posteriorcingulate,RH,posteriorcingulate,Texture – GLCM
label2002_log-sigma-5-0-mm-3D_glcm_Autocorrelation,2002,ctx-rh-caudalanteriorcingulate,RH,caudalanteriorcingulate,Texture – GLCM
label17_log-sigma-1-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,17,Left-Hippocampus,LH,Hippocampus,Texture – GLDM
label28_wavelet-LHL_glrlm_RunVariance,28,Left-VentralDC,LH,VentralDC,Texture – GLRLM
label52_original_shape_Elongation,52,Right-Pallidum,RH,Pallidum,Shape (3D)
label1030_wavelet-LHL_glcm_Imc1,1030,ctx-lh-superiortemporal,LH,superiortemporal,Texture – GLCM
label1007_wavelet-LLH_glszm_LargeAreaHighGrayLevelEmphasis,1007,ctx-lh-fusiform,LH,fusiform,Texture – GLSZM
label1014_wavelet-HLL_firstorder_Entropy,1014,ctx-lh-medialorbitofrontal,LH,medialorbitofrontal,First-order
label1014_wavelet-HLL_firstorder_Uniformity,1014,ctx-lh-medialorbitofrontal,LH,medialorbitofrontal,First-order
label46_wavelet-HLH_gldm_DependenceVariance,46,Right-Cerebellum-White-Matter,RH,Cerebellum-White-Matter,Texture – GLDM
label12_original_shape_Sphericity,12,Left-Putamen,LH,Putamen,Shape (3D)
label1028_log-sigma-1-0-mm-3D_gldm_DependenceEntropy,1028,ctx-lh-superiorfrontal,LH,superiorfrontal,Texture – GLDM
label1030_wavelet-HLL_glszm_LargeAreaLowGrayLevelEmphasis,1030,ctx-lh-superiortemporal,LH,superiortemporal,Texture – GLSZM
label1014_wavelet-HLL_gldm_GrayLevelVariance,1014,ctx-lh-medialorbitofrontal,LH,medialorbitofrontal,Texture – GLDM
label2030_wavelet-LHL_glszm_LargeAreaEmphasis,2030,ctx-rh-superiortemporal,RH,superiortemporal,Texture – GLSZM
label253_wavelet-HHL_firstorder_TotalEnergy,253,CC_Central,Midline/Other,CC_Central,First-order
label253_wavelet-HHL_firstorder_Energy,253,CC_Central,Midline/Other,CC_Central,First-order
label1011_log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,1011,ctx-lh-lateraloccipital,LH,lateraloccipital,Texture – GLRLM
label10_wavelet-HHH_firstorder_Kurtosis,10,Left-Thalamus-Proper*,LH,Thalamus-Proper*,First-order
label26_wavelet-LHL_glcm_Imc2,26,Left-Accumbens-area,LH,Accumbens-area,Texture – GLCM
label10_wavelet-HHH_firstorder_RobustMeanAbsoluteDeviation,10,Left-Thalamus-Proper*,LH,Thalamus-Proper*,First-order
label1034_wavelet-HLL_glcm_DifferenceEntropy,1034,ctx-lh-transversetemporal,LH,transversetemporal,Texture – GLCM
label53_wavelet-HHH_glcm_JointEntropy,53,Right-Hippocampus,RH,Hippocampus,Texture – GLCM
label1010_wavelet-HLH_firstorder_10Percentile,1010,ctx-lh-isthmuscingulate,LH,isthmuscingulate,First-order
label7_original_shape_Elongation,7,Left-Cerebellum-White-Matter,LH,Cerebellum-White-Matter,Shape (3D)
label2026_wavelet-LLH_glcm_JointEntropy,2026,ctx-rh-rostralanteriorcingulate,RH,rostralanteriorcingulate,Texture – GLCM
label1001_log-sigma-1-0-mm-3D_glrlm_RunEntropy,1001,ctx-lh-bankssts,LH,bankssts,Texture – GLRLM
label2023_wavelet-LHH_glrlm_ShortRunEmphasis,2023,ctx-rh-posteriorcingulate,RH,posteriorcingulate,Texture – GLRLM
label1030_wavelet-HLL_glrlm_RunLengthNonUniformity,1030,ctx-lh-superiortemporal,LH,superiortemporal,Texture – GLRLM
label1025_wavelet-LHH_firstorder_90Percentile,1025,ctx-lh-precuneus,LH,precuneus,First-order
label1024_log-sigma-5-0-mm-3D_glrlm_RunEntropy,1024,ctx-lh-precentral,LH,precentral,Texture – GLRLM
label1012_wavelet-LLH_glcm_JointEntropy,1012,ctx-lh-lateralorbitofrontal,LH,lateralorbitofrontal,Texture – GLCM
label49_wavelet-HHL_glcm_Imc1,49,Right-Thalamus-Proper*,RH,Thalamus-Proper*,Texture – GLCM
label1021_wavelet-LLH_glcm_MCC,1021,ctx-lh-pericalcarine,LH,pericalcarine,Texture – GLCM
label1012_wavelet-LLL_glszm_SmallAreaHighGrayLevelEmphasis,1012,ctx-lh-lateralorbitofrontal,LH,lateralorbitofrontal,Texture – GLSZM
label1012_wavelet-LLL_glszm_SmallAreaLowGrayLevelEmphasis,1012,ctx-lh-lateralorbitofrontal,LH,lateralorbitofrontal,Texture – GLSZM
label1012_wavelet-LLL_glszm_SmallAreaEmphasis,1012,ctx-lh-lateralorbitofrontal,LH,lateralorbitofrontal,Texture – GLSZM
label1010_wavelet-LHL_glcm_Idmn,1010,ctx-lh-isthmuscingulate,LH,isthmuscingulate,Texture – GLCM
label1010_wavelet-LHL_glcm_Idn,1010,ctx-lh-isthmuscingulate,LH,isthmuscingulate,Texture – GLCM
label1010_wavelet-LHL_glcm_Contrast,1010,ctx-lh-isthmuscingulate,LH,isthmuscingulate,Texture – GLCM
label1010_wavelet-LHL_glcm_DifferenceAverage,1010,ctx-lh-isthmuscingulate,LH,isthmuscingulate,Texture – GLCM
label1010_wavelet-LHL_glcm_InverseVariance,1010,ctx-lh-isthmuscingulate,LH,isthmuscingulate,Texture – GLCM
label1010_wavelet-LHL_glcm_Id,1010,ctx-lh-isthmuscingulate,LH,isthmuscingulate,Texture – GLCM
label1010_wavelet-LHL_glcm_Idm,1010,ctx-lh-isthmuscingulate,LH,isthmuscingulate,Texture – GLCM
label4_wavelet-LLH_glcm_DifferenceVariance,4,Left-Lateral-Ventricle,LH,Lateral-Ventricle,Texture – GLCM
label2028_wavelet-LHH_firstorder_InterquartileRange,2028,ctx-rh-superiorfrontal,RH,superiorfrontal,First-order
label2030_wavelet-HLL_glcm_JointEnergy,2030,ctx-rh-superiortemporal,RH,superiortemporal,Texture – GLCM
label1003_log-sigma-1-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,1003,ctx-lh-caudalmiddlefrontal,LH,caudalmiddlefrontal,Texture – GLRLM
label1017_wavelet-LHH_glcm_SumSquares,1017,ctx-lh-paracentral,LH,paracentral,Texture – GLCM
label2011_wavelet-LHH_gldm_LargeDependenceHighGrayLevelEmphasis,2011,ctx-rh-lateraloccipital,RH,lateraloccipital,Texture – GLDM
label1028_wavelet-LHL_glrlm_LowGrayLevelRunEmphasis,1028,ctx-lh-superiorfrontal,LH,superiorfrontal,Texture – GLRLM
label1028_wavelet-LHL_glrlm_HighGrayLevelRunEmphasis,1028,ctx-lh-superiorfrontal,LH,superiorfrontal,Texture – GLRLM
label8_wavelet-LHH_gldm_SmallDependenceEmphasis,8,Left-Cerebellum-Cortex,LH,Cerebellum-Cortex,Texture – GLDM
label53_wavelet-LLH_glrlm_LongRunHighGrayLevelEmphasis,53,Right-Hippocampus,RH,Hippocampus,Texture – GLRLM
label14_wavelet-LLH_glcm_JointEntropy,14,3rd-Ventricle,Midline/Other,3rd-Ventricle,Texture – GLCM
label49_log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,49,Right-Thalamus-Proper*,RH,Thalamus-Proper*,Texture – GLRLM
label53_wavelet-HHH_glcm_DifferenceEntropy,53,Right-Hippocampus,RH,Hippocampus,Texture – GLCM
label2002_wavelet-LHL_firstorder_RootMeanSquared,2002,ctx-rh-caudalanteriorcingulate,RH,caudalanteriorcingulate,First-order
label4_wavelet-HLH_firstorder_Range,4,Left-Lateral-Ventricle,LH,Lateral-Ventricle,First-order
label1003_wavelet-HLL_glcm_JointAverage,1003,ctx-lh-caudalmiddlefrontal,LH,caudalmiddlefrontal,Texture – GLCM
label1003_wavelet-HLL_glcm_SumAverage,1003,ctx-lh-caudalmiddlefrontal,LH,caudalmiddlefrontal,Texture – GLCM
label8_wavelet-HLL_glrlm_ShortRunEmphasis,8,Left-Cerebellum-Cortex,LH,Cerebellum-Cortex,Texture – GLRLM
label1003_wavelet-LLH_glcm_SumSquares,1003,ctx-lh-caudalmiddlefrontal,LH,caudalmiddlefrontal,Texture – GLCM
label2011_log-sigma-3-0-mm-3D_glrlm_ShortRunEmphasis,2011,ctx-rh-lateraloccipital,RH,lateraloccipital,Texture – GLRLM
label47_log-sigma-5-0-mm-3D_glrlm_ShortRunEmphasis,47,Right-Cerebellum-Cortex,RH,Cerebellum-Cortex,Texture – GLRLM
label2034_wavelet-LLL_firstorder_InterquartileRange,2034,ctx-rh-transversetemporal,RH,transversetemporal,First-order
label1008_log-sigma-3-0-mm-3D_firstorder_Variance,1008,ctx-lh-inferiorparietal,LH,inferiorparietal,First-order
label1018_wavelet-LLH_glcm_DifferenceVariance,1018,ctx-lh-parsopercularis,LH,parsopercularis,Texture – GLCM
label26_wavelet-LHH_firstorder_RootMeanSquared,26,Left-Accumbens-area,LH,Accumbens-area,First-order
label2023_wavelet-HHL_firstorder_10Percentile,2023,ctx-rh-posteriorcingulate,RH,posteriorcingulate,First-order
label10_wavelet-HLH_firstorder_90Percentile,10,Left-Thalamus-Proper*,LH,Thalamus-Proper*,First-order
label1011_wavelet-HHL_glcm_JointEnergy,1011,ctx-lh-lateraloccipital,LH,lateraloccipital,Texture – GLCM
label2021_wavelet-HHH_firstorder_RobustMeanAbsoluteDeviation,2021,ctx-rh-pericalcarine,RH,pericalcarine,First-order
label10_wavelet-LLH_glrlm_ShortRunEmphasis,10,Left-Thalamus-Proper*,LH,Thalamus-Proper*,Texture – GLRLM
label2035_log-sigma-5-0-mm-3D_glcm_Autocorrelation,2035,ctx-rh-insula,RH,insula,Texture – GLCM
label1011_wavelet-HLH_glrlm_LongRunHighGrayLevelEmphasis,1011,ctx-lh-lateraloccipital,LH,lateraloccipital,Texture – GLRLM
label2017_wavelet-LHL_firstorder_Entropy,2017,ctx-rh-paracentral,RH,paracentral,First-order
label2017_wavelet-LHL_gldm_GrayLevelVariance,2017,ctx-rh-paracentral,RH,paracentral,Texture – GLDM
label2017_wavelet-LHL_firstorder_Uniformity,2017,ctx-rh-paracentral,RH,paracentral,First-order
label1003_wavelet-LLH_glcm_SumAverage,1003,ctx-lh-caudalmiddlefrontal,LH,caudalmiddlefrontal,Texture – GLCM
label2014_wavelet-LLH_glcm_JointEnergy,2014,ctx-rh-medialorbitofrontal,RH,medialorbitofrontal,Texture – GLCM
label2012_wavelet-HLL_glrlm_RunLengthNonUniformity,2012,ctx-rh-lateralorbitofrontal,RH,lateralorbitofrontal,Texture – GLRLM
label1003_wavelet-HLL_glszm_LargeAreaLowGrayLevelEmphasis,1003,ctx-lh-caudalmiddlefrontal,LH,caudalmiddlefrontal,Texture – GLSZM
label2035_wavelet-LLH_glcm_Idm,2035,ctx-rh-insula,RH,insula,Texture – GLCM
label2035_wavelet-LLH_glcm_Idmn,2035,ctx-rh-insula,RH,insula,Texture – GLCM
label2035_wavelet-LLH_glcm_Id,2035,ctx-rh-insula,RH,insula,Texture – GLCM
label2035_wavelet-LLH_glcm_Idn,2035,ctx-rh-insula,RH,insula,Texture – GLCM
label1003_wavelet-LLH_glcm_JointAverage,1003,ctx-lh-caudalmiddlefrontal,LH,caudalmiddlefrontal,Texture – GLCM
label2017_wavelet-HHL_glcm_JointEntropy,2017,ctx-rh-paracentral,RH,paracentral,Texture – GLCM
label2035_wavelet-LLH_glcm_Contrast,2035,ctx-rh-insula,RH,insula,Texture – GLCM
label2035_wavelet-LLH_glcm_DifferenceAverage,2035,ctx-rh-insula,RH,insula,Texture – GLCM
label2035_wavelet-LLH_glcm_InverseVariance,2035,ctx-rh-insula,RH,insula,Texture – GLCM
label2024_wavelet-HLH_glcm_JointEntropy,2024,ctx-rh-precentral,RH,precentral,Texture – GLCM
label2030_log-sigma-1-0-mm-3D_gldm_DependenceNonUniformity,2030,ctx-rh-superiortemporal,RH,superiortemporal,Texture – GLDM
label2024_log-sigma-3-0-mm-3D_gldm_LargeDependenceEmphasis,2024,ctx-rh-precentral,RH,precentral,Texture – GLDM
label1022_log-sigma-5-0-mm-3D_gldm_DependenceVariance,1022,ctx-lh-postcentral,LH,postcentral,Texture – GLDM
label2008_wavelet-HLL_glcm_MCC,2008,ctx-rh-inferiorparietal,RH,inferiorparietal,Texture – GLCM
label8_wavelet-LLH_glrlm_LongRunHighGrayLevelEmphasis,8,Left-Cerebellum-Cortex,LH,Cerebellum-Cortex,Texture – GLRLM
label1017_wavelet-LLH_glrlm_ShortRunEmphasis,1017,ctx-lh-paracentral,LH,paracentral,Texture – GLRLM
label2031_wavelet-HLH_glcm_Imc2,2031,ctx-rh-supramarginal,RH,supramarginal,Texture – GLCM
label46_original_shape_SurfaceArea,46,Right-Cerebellum-White-Matter,RH,Cerebellum-White-Matter,Shape (3D)
label1028_wavelet-HLL_glszm_LargeAreaLowGrayLevelEmphasis,1028,ctx-lh-superiorfrontal,LH,superiorfrontal,Texture – GLSZM
label2008_wavelet-LLH_glcm_JointEnergy,2008,ctx-rh-inferiorparietal,RH,inferiorparietal,Texture – GLCM
label50_wavelet-HLH_glrlm_ShortRunLowGrayLevelEmphasis,50,Right-Caudate,RH,Caudate,Texture – GLRLM
label2030_log-sigma-5-0-mm-3D_glrlm_RunVariance,2030,ctx-rh-superiortemporal,RH,superiortemporal,Texture – GLRLM
label2003_log-sigma-1-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,2003,ctx-rh-caudalmiddlefrontal,RH,caudalmiddlefrontal,Texture – GLRLM
label2019_original_shape_Maximum2DDiameterSlice,2019,ctx-rh-parsorbitalis,RH,parsorbitalis,Shape (3D)
label2008_wavelet-HLL_glcm_Correlation,2008,ctx-rh-inferiorparietal,RH,inferiorparietal,Texture – GLCM
label1030_wavelet-LHL_glszm_LargeAreaHighGrayLevelEmphasis,1030,ctx-lh-superiortemporal,LH,superiortemporal,Texture – GLSZM
label43_wavelet-LLH_gldm_LargeDependenceEmphasis,43,Right-Lateral-Ventricle,RH,Lateral-Ventricle,Texture – GLDM
label2013_wavelet-LHH_glszm_LargeAreaLowGrayLevelEmphasis,2013,ctx-rh-lingual,RH,lingual,Texture – GLSZM
label253_wavelet-LLH_glszm_ZoneVariance,253,CC_Central,Midline/Other,CC_Central,Texture – GLSZM
label1027_wavelet-LLH_glszm_LargeAreaHighGrayLevelEmphasis,1027,ctx-lh-rostralmiddlefrontal,LH,rostralmiddlefrontal,Texture – GLSZM
label1023_wavelet-LHL_firstorder_RobustMeanAbsoluteDeviation,1023,ctx-lh-posteriorcingulate,LH,posteriorcingulate,First-order
label1027_log-sigma-3-0-mm-3D_gldm_DependenceNonUniformityNormalized,1027,ctx-lh-rostralmiddlefrontal,LH,rostralmiddlefrontal,Texture – GLDM
label2034_wavelet-LHL_glrlm_ShortRunEmphasis,2034,ctx-rh-transversetemporal,RH,transversetemporal,Texture – GLRLM
label1009_wavelet-HLL_gldm_LowGrayLevelEmphasis,1009,ctx-lh-inferiortemporal,LH,inferiortemporal,Texture – GLDM
label1009_wavelet-HLL_gldm_HighGrayLevelEmphasis,1009,ctx-lh-inferiortemporal,LH,inferiortemporal,Texture – GLDM
label1010_wavelet-HLL_glcm_DifferenceVariance,1010,ctx-lh-isthmuscingulate,LH,isthmuscingulate,Texture – GLCM
label53_wavelet-HHH_glcm_DifferenceVariance,53,Right-Hippocampus,RH,Hippocampus,Texture – GLCM
label47_wavelet-LHH_glcm_MaximumProbability,47,Right-Cerebellum-Cortex,RH,Cerebellum-Cortex,Texture – GLCM
label47_wavelet-HLH_firstorder_90Percentile,47,Right-Cerebellum-Cortex,RH,Cerebellum-Cortex,First-order
label46_wavelet-LHH_glcm_SumEntropy,46,Right-Cerebellum-White-Matter,RH,Cerebellum-White-Matter,Texture – GLCM
label77_wavelet-HHH_firstorder_MeanAbsoluteDeviation,77,WM-hypointensities,Midline/Other,WM-hypointensities,First-order
label49_wavelet-HHH_firstorder_Range,49,Right-Thalamus-Proper*,RH,Thalamus-Proper*,First-order
